smiles,Vir_shifts,Ctype,score,DBindex
C=C1CCC=C(C)CC(OC(=O)C=Cc2ccc(O)cc2)CC(C)(C)CC1O,"[114.596855 152.01785   33.434765  25.077282 130.58286  141.42632
  22.561602  39.67362   72.3474   167.52979  118.46823  144.34024
 128.33574  132.41428  116.368965 158.1586   116.24033  132.40054
  39.875298  32.163967  27.321272  27.755505  43.74494   72.71076 ]","['t' 's' 't' 't' 'd' 's' 'q' 't' 'd' 's' 'd' 'd' 's' 'd' 'd' 's' 'd' 'd'
 't' 's' 'q' 'q' 't' 'd']",58.10334390517701,115642
O=C(CCc1ccc(O)c(O)c1)CC(CCc1ccc(O)c(O)c1)OC1OCC(O)C(O)C1O,"[218.64519   45.585716  28.922192 132.46346  119.74842  115.82664
 145.52335  146.40932  116.579544  49.784534  75.32783   36.23386
  32.600456 134.23792  120.06306  115.77113  145.48232  146.1138
 116.66284  102.54887   65.5808    69.28614   75.307304  73.13718 ]","['s' 't' 't' 's' 'd' 'd' 's' 's' 'd' 't' 'd' 't' 't' 's' 'd' 'd' 's' 's'
 'd' 'd' 't' 'd' 'd' 'd']",58.07964183003389,11897
CC1(C)CCC(OC(=O)C=Cc2ccc(O)cc2)C2(C)C3C(=CCC12)COC3O,"[ 26.19885   31.90137   26.07837   38.10336   23.996807  78.47675
 167.98294  116.97989  143.37337  127.62806  130.92366  115.5713
 158.48418  115.538475 130.8933    43.23167   15.278766  54.709236
 137.41072  123.85887   26.017588  47.719948  71.634     99.721756]","['q' 's' 'q' 't' 't' 'd' 's' 'd' 'd' 's' 'd' 'd' 's' 'd' 'd' 's' 'q' 'd'
 's' 'd' 't' 'd' 't' 'd']",58.023432619057,116996
CC1=CCC(C(C)(C)OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)CC1,"[ 23.026213 134.9659   120.01555   26.303152  42.261898  81.89668
  25.3021    25.056879 100.52756   76.19558   63.905693 167.83235
 121.45139  108.70327  145.70137  138.76376  145.6315   108.83321
  70.14954   77.46205   73.16888   24.897062  30.521168]","['q' 's' 'd' 't' 'd' 's' 'q' 'q' 'd' 'd' 't' 's' 's' 'd' 's' 's' 's' 'd'
 'd' 'd' 'd' 't' 't']",57.978865473693524,80803
COc1cc(C=CCO)ccc1OC1OC(CO)C(O)C(O)C1OC1OCC(O)(CO)C1O,"[ 56.16366  150.9306   112.09417  130.34601  133.04124  131.3542
  62.239952 120.98863  117.1818   147.75352  101.73417   77.26736
  61.60924   70.69567   75.66811   75.62666  106.7961    73.219376
  79.0721    63.62936   75.68811 ]","['q' 's' 'd' 's' 'd' 'd' 't' 'd' 'd' 's' 'd' 'd' 't' 'd' 'd' 'd' 'd' 't'
 's' 't' 'd']",57.93551987172807,156579
CC1CC(OC2OC(CO)C(O)C(O)C2OC(=O)Cc2ccc(O)c(O)c2)CC(=O)O1,"[ 20.755205  74.706535  37.08842   71.82829  101.66038   77.96093
  62.012947  70.83298   74.270035  73.100426 174.58705   39.68806
 125.05338  122.16251  115.88409  146.11465  146.79573  118.459236
  35.754494 172.29298 ]","['q' 'd' 't' 'd' 'd' 'd' 't' 'd' 'd' 'd' 's' 't' 's' 'd' 'd' 's' 's' 'd'
 't' 's']",57.909418077189784,49387
C=CC(=C)CCC(OC(=O)C=Cc1ccccc1)C(C)(C)O,"[113.95418  141.16814  146.27254  118.25111   28.578518  26.896168
  78.70011  167.4158   117.74083  142.01631  135.003    127.74407
 128.42424  128.87183  128.26862  127.874344  72.21453   25.712965
  25.609127]","['t' 'd' 's' 't' 't' 't' 'd' 's' 'd' 'd' 's' 'd' 'd' 'd' 'd' 'd' 's' 'q'
 'q']",57.8914912807564,108723
O=C1CCC(O)(CCOC2OC(COC(=O)C=Cc3ccc(O)c(O)c3)C(O)C(O)C2O)CC1,"[213.05339   36.064877  35.217842  68.21041   40.143623  66.615265
 103.61478   74.785675  63.86807  168.44278  115.33631  145.06252
 127.33655  121.501114 115.537285 146.69937  146.69221  114.590614
  70.43271   76.28174   73.3334    34.864925  35.806587]","['s' 't' 't' 's' 't' 't' 'd' 'd' 't' 's' 'd' 'd' 's' 'd' 'd' 's' 's' 'd'
 'd' 'd' 'd' 't' 't']",57.88608588738636,28896
CC(=O)c1ccc2c(c1)C=CC(C)(COC1OC(COC(=O)CC(C)(O)CC(=O)O)C(O)C(O)C1O)O2,"[ 26.360796 198.74161  130.86508  129.20724  116.062935 157.28883
 124.048775 128.25197  120.31695  130.9223    81.39315   23.86227
  72.03396  104.29135   74.588615  63.575607 174.21004   44.246223
  66.46932   25.847311  43.84084  175.92169   70.10061   75.90806
  73.226585]","['q' 's' 's' 'd' 'd' 's' 's' 'd' 'd' 'd' 's' 'q' 't' 'd' 'd' 't' 's' 't'
 's' 'q' 't' 's' 'd' 'd' 'd']",57.8006149342801,25691
CCC(C)C(=O)OC1C(OC(CCc2ccc(O)c(O)c2)CC(=O)CCc2ccc(O)c(O)c2)OCC(O)C1O,"[  9.785512  27.661102  40.58153   17.334476 176.9796    73.38208
  99.35949   75.2214    35.896114  32.246777 133.78505  120.40437
 115.81855  144.97064  145.92155  116.33862   49.96114  218.1088
  44.909813  28.960571 132.01558  120.22574  115.59797  144.6291
 145.82494  116.34462   66.14438   68.48664   72.34641 ]","['q' 't' 'd' 'q' 's' 'd' 'd' 'd' 't' 't' 's' 'd' 'd' 's' 's' 'd' 't' 's'
 't' 't' 's' 'd' 'd' 's' 's' 'd' 't' 'd' 'd']",57.76940091456945,151451
CC(=CCO)COC1OC(CO)C(O)C(OC(=O)Cc2ccc(O)c(O)c2)C1O,"[ 16.711882 137.72467  128.4132    60.121082  70.77988  103.49919
  77.40599   62.187824  68.03414   75.97645  174.768     39.87022
 125.01559  121.40944  115.789314 145.5739   145.8488   117.58416
  69.584785]","['q' 's' 'd' 't' 't' 'd' 'd' 't' 'd' 'd' 's' 't' 's' 'd' 'd' 's' 's' 'd'
 'd']",57.71120274778283,69318
CC(C)(O)C1Cc2c(ccc(CCC(=O)O)c2OC2OC(CO)C(O)C(O)C2O)O1,"[ 24.873682  71.84999   25.124996  91.21388   27.339964 116.97034
 162.93623  105.772095 132.21704  125.52677   25.539408  33.580433
 179.97632  155.45222  104.2754    77.7642    61.984608  69.89588
  75.899605  72.909004]","['q' 's' 'q' 'd' 't' 's' 's' 'd' 'd' 's' 't' 't' 's' 's' 'd' 'd' 't' 'd'
 'd' 'd']",57.67709744351288,96649
CCCCOC(=O)C(O)Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1,"[ 12.273776  19.18799   29.009575  66.158295 176.69427   72.01237
  40.743034 132.62897  121.169754 116.59269  146.53069  103.46929
  78.751     62.300343  70.48882   76.89978   72.95291  147.78471
 118.71871 ]","['q' 't' 't' 't' 's' 'd' 't' 's' 'd' 'd' 's' 'd' 'd' 't' 'd' 'd' 'd' 's'
 'd']",57.67435202511419,168646
COc1cc(COC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)ccc1O,"[ 56.178288 148.61075  112.53007  129.57117   72.18605  102.596565
  74.08047   67.27933  106.887     72.96482   79.53236   63.856583
  76.36275   70.60468   74.27156   72.328636 120.87737  115.73696
 146.93573 ]","['q' 's' 'd' 's' 't' 'd' 'd' 't' 'd' 't' 's' 't' 'd' 'd' 'd' 'd' 'd' 'd'
 's']",57.652846658340174,142919
COC1C=CC2=CCN3CCc4cc(OC5OC(CO)C(O)C(O)C5O)c(O)cc4C23C1,"[ 57.767376  73.30249  130.59982  125.719864 141.46251  118.45137
  55.729485  45.95325   26.09565  125.862404 115.07433  145.39339
 103.87822   78.79751   61.9519    70.44453   77.8781    73.230835
 145.71068  114.3563   131.48717   68.47288   40.602898]","['q' 'd' 'd' 'd' 's' 'd' 't' 't' 't' 's' 'd' 's' 'd' 'd' 't' 'd' 'd' 'd'
 's' 'd' 's' 's' 't']",57.62189099807071,89908
Oc1ccc(CCC2CCCC(c3ccc(O)c(O)c3)O2)cc1,"[155.04463  115.81033  130.9732   132.96822   31.058819  37.006042
  76.82279   26.90033   23.017208  30.234549  80.443405 134.03369
 118.54733  115.41519  145.27037  146.461    112.428764 130.88637
 115.81974 ]","['s' 'd' 'd' 's' 't' 't' 'd' 't' 't' 't' 'd' 's' 'd' 'd' 's' 's' 'd' 'd'
 'd']",57.612770911789035,109272
C=CC(C)(O)CCC=C(C)C(=O)OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,"[113.66341  146.66554   75.69479   27.129988  38.1549    23.792397
 141.38965  129.14627   17.050947 168.95976   63.566093  76.5118
 102.22785  150.42491  118.17931  116.41446  152.30927  116.2788
 118.07725   72.287575  77.11372   69.68782 ]","['t' 'd' 's' 'q' 't' 't' 'd' 's' 'q' 's' 't' 'd' 'd' 's' 'd' 'd' 's' 'd'
 'd' 'd' 'd' 'd']",57.57498602727652,71808
O=C(O)CC1CCC(=O)C1CC=CCCOC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,"[177.46924   38.951397  35.025463  24.071438  33.78404  223.0465
  51.1189    28.494417 132.3321   131.19348   31.331808  72.402824
 104.0389    75.89721   64.57366  167.52888  121.785614 109.48584
 145.45894  139.27579  145.2653   109.63112   70.786354  76.92292
  73.777   ]","['s' 't' 'd' 't' 't' 's' 'd' 't' 'd' 'd' 't' 't' 'd' 'd' 't' 's' 's' 'd'
 's' 's' 's' 'd' 'd' 'd' 'd']",57.469163815223034,73217
CC1=CCC2C(C)(C)CCCC2(C)C1COC(=O)C=Cc1ccc(O)c(O)c1,"[ 22.904175 134.41191  121.538895  24.267744  50.79688   33.103966
  27.104816  26.843851  39.881912  17.79655   37.429028  36.30346
  16.259972  53.482155  64.2524   168.10489  119.03671  144.81786
 127.779816 122.58636  114.84995  146.51569  146.0872   113.75834 ]","['q' 's' 'd' 't' 'd' 's' 'q' 'q' 't' 't' 't' 's' 'q' 'd' 't' 's' 'd' 'd'
 's' 'd' 'd' 's' 's' 'd']",57.4661087681238,70175
CC(O)(CC(=O)O)CC(=O)OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,"[ 25.936861  69.11613   44.533794 177.5248    44.881977 175.11269
  67.421455 129.9813   130.56413  116.6709   158.21194  101.26237
  77.13203   61.837013  70.44456   75.48292   72.364494 116.7371
 130.88042 ]","['q' 's' 't' 's' 't' 's' 't' 's' 'd' 'd' 's' 'd' 'd' 't' 'd' 'd' 'd' 'd'
 'd']",57.40244470196633,119829
O=C(Cc1ccc(O)c(O)c1)OC1C(O)C(CO)OC(OCCc2ccc(O)c(O)c2)C1O,"[175.44182   40.275272 125.60856  121.440605 116.33476  146.39485
 146.86183  117.077774  75.21265   68.79179   77.31076   62.17195
 104.57985   72.45327   35.782764 129.88126  121.55717  116.60586
 145.89412  146.7133   117.697334  70.16125 ]","['s' 't' 's' 'd' 'd' 's' 's' 'd' 'd' 'd' 'd' 't' 'd' 't' 't' 's' 'd' 'd'
 's' 's' 'd' 'd']",57.3518786981321,54872
CC1OC=C(C(=O)OCCCc2ccc(O)c(O)c2)C(CC(=O)O)C1C=O,"[ 19.186724  73.43872  155.72192  108.80031  168.33955   63.88585
  28.156761  31.187773 134.76006  120.63627  115.904465 145.5429
 145.71396  116.38284   29.601816  37.337685 176.0654    53.16886
 201.73926 ]","['q' 'd' 'd' 's' 's' 't' 't' 't' 's' 'd' 'd' 's' 's' 'd' 'd' 't' 's' 'd'
 'd']",57.34394177189698,151622
C=CCc1ccc(OC2OC(COC(=O)CC(=O)O)C(O)C(O)C2O)c(OC)c1,"[117.173996 137.94691   41.202477 134.19905  121.7003   116.85952
 146.21347  103.08011   75.613686  64.26358  170.46107   41.549965
 172.11018   69.52055   76.40905   73.467735 149.7142    56.053047
 114.31144 ]","['t' 'd' 't' 's' 'd' 'd' 's' 'd' 'd' 't' 's' 't' 's' 'd' 'd' 'd' 's' 'q'
 'd']",57.34089619400747,109072
CCCCC(OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O)C(C)CC(=O)O,"[ 12.180371  22.623266  27.906124  32.10736   84.454765 104.25849
  76.18075   64.19524  168.13802  121.47408  109.38155  145.73169
 139.96486  145.66808  109.533714  70.598595  76.42148   73.23841
  36.19838   17.123684  39.542374 178.84848 ]","['q' 't' 't' 't' 'd' 'd' 'd' 't' 's' 's' 'd' 's' 's' 's' 'd' 'd' 'd' 'd'
 'd' 'q' 't' 's']",57.316759084967664,125730
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCO)C1CC(=O)OCCc1ccc(O)c(O)c1,"[ 52.09328  168.51933  109.61644  152.79155   97.08984  102.33674
  78.60229   62.447987  70.47202   77.21315   73.68342  135.0685
 130.80904   60.94816   32.21377   39.390736 175.64043   66.58254
  34.228867 129.80167  121.54068  115.81796  145.6902   146.80682
 117.26763 ]","['q' 's' 's' 'd' 'd' 'd' 'd' 't' 'd' 'd' 'd' 's' 'd' 't' 'd' 't' 's' 't'
 't' 's' 'd' 'd' 's' 's' 'd']",57.3029939664709,128710
COc1cc(C(O)CCO)ccc1OC1OC(CO)C(O)C(O)C1OC1OCC(O)(CO)C1O,"[ 56.195625 150.89044  112.355064 141.45418   72.38206   39.882435
  61.25455  117.78457  115.21413  147.4129   101.35191   76.861595
  62.108894  70.483505  75.74431   74.66289  106.3276    73.319405
  79.12015   64.23491   76.26986 ]","['q' 's' 'd' 's' 'd' 't' 't' 'd' 'd' 's' 'd' 'd' 't' 'd' 'd' 'd' 'd' 't'
 's' 't' 'd']",57.198793822548524,155983
CC(C)C1CCC2(C)CCCC(C)(O)C2C1OC(=O)C=Cc1ccc(O)cc1,"[ 21.19881   28.773872  20.947956  48.000935  21.88027   36.182903
  35.19399   22.032696  37.310047  17.360474  40.875965  71.92897
  26.099148  55.531315  75.21043  167.1924   117.661354 143.93964
 127.65849  131.6331   115.75613  158.08661  115.71897  131.31395 ]","['q' 'd' 'q' 'd' 't' 't' 's' 'q' 't' 't' 't' 's' 'q' 'd' 'd' 's' 'd' 'd'
 's' 'd' 'd' 's' 'd' 'd']",57.174073875461055,27489
